path	parent	name	synapseStore	contentType	used	executed	activityName	activityDescription	libraryPrep	consortium	grant	fileFormat	dataSubtype	runType	modelSystemName	organ	individualID	specimenID	resourceType	isModelSystem	platform	nucleicAcidSource	study	assay	readLength	species	tissue	dataType
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-10.FCHN3VNBBXX_L4_IGAGTGG.bam_R2.fastq.gz	syn18457738	ApoE-10.FCHN3VNBBXX_L4_IGAGTGG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_3	ApoE-10	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-16.FCHN3VNBBXX_L5_IGATCAG.bam_R1.fastq.gz	syn18457738	ApoE-16.FCHN3VNBBXX_L5_IGATCAG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_18	ApoE-16	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-16.FCHN3VNBBXX_L5_IGATCAG.bam_R2.fastq.gz	syn18457738	ApoE-16.FCHN3VNBBXX_L5_IGATCAG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_18	ApoE-16	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-18.FCHN3VNBBXX_L5_IGGCTAC.bam_R1.fastq.gz	syn18457738	ApoE-18.FCHN3VNBBXX_L5_IGGCTAC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_15	ApoE-18	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_5.FCHJKY5BBXX_L1_ITAGCTT.bam_R2.fastq.gz	syn18457738	APOE_3M_5.FCHJKY5BBXX_L1_ITAGCTT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-8	APOE_3M_5	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_5.FCHJKY5BBXX_L1_ITAGCTT.bam_R1.fastq.gz	syn18457738	APOE_3M_5.FCHJKY5BBXX_L1_ITAGCTT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-8	APOE_3M_5	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_6.FCHJKY5BBXX_L1_IGGCTAC.bam_R2.fastq.gz	syn18457738	APOE_3M_6.FCHJKY5BBXX_L1_IGGCTAC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-7	APOE_3M_6	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-19.FCHN3VNBBXX_L6_IGTGGCC.bam_R1.fastq.gz	syn18457738	ApoE-19.FCHN3VNBBXX_L6_IGTGGCC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_6	ApoE-19	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-12.FCHN3VNBBXX_L4_IATTCCT.bam_R2.fastq.gz	syn18457738	ApoE-12.FCHN3VNBBXX_L4_IATTCCT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_12M_1	ApoE-12	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-19.FCHN3VNBBXX_L6_IGTGGCC.bam_R2.fastq.gz	syn18457738	ApoE-19.FCHN3VNBBXX_L6_IGTGGCC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_6	ApoE-19	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-2.FCHN3VNBBXX_L3_ITTAGGC.bam_R1.fastq.gz	syn18457738	ApoE-2.FCHN3VNBBXX_L3_ITTAGGC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_12	ApoE-2	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-14.FCHN3VNBBXX_L5_ITTAGGC.bam_R2.fastq.gz	syn18457738	ApoE-14.FCHN3VNBBXX_L5_ITTAGGC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_5	ApoE-14	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-15.FCHN3VNBBXX_L5_IACTTGA.bam_R2.fastq.gz	syn18457738	ApoE-15.FCHN3VNBBXX_L5_IACTTGA.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_4	ApoE-15	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-2.FCHN3VNBBXX_L3_ITTAGGC.bam_R2.fastq.gz	syn18457738	ApoE-2.FCHN3VNBBXX_L3_ITTAGGC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_12	ApoE-2	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-11.FCHN3VNBBXX_L4_IACTGAT.bam_R2.fastq.gz	syn18457738	ApoE-11.FCHN3VNBBXX_L4_IACTGAT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_11	ApoE-11	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-20.FCHN3VNBBXX_L6_IGTTTCG.bam_R1.fastq.gz	syn18457738	ApoE-20.FCHN3VNBBXX_L6_IGTTTCG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_1	ApoE-20	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-20.FCHN3VNBBXX_L6_IGTTTCG.bam_R2.fastq.gz	syn18457738	ApoE-20.FCHN3VNBBXX_L6_IGTTTCG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_1	ApoE-20	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-17.FCHN3VNBBXX_L5_ITAGCTT.bam_R1.fastq.gz	syn18457738	ApoE-17.FCHN3VNBBXX_L5_ITAGCTT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_17	ApoE-17	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-21.FCHN3VNBBXX_L6_ICGTACG.bam_R1.fastq.gz	syn18457738	ApoE-21.FCHN3VNBBXX_L6_ICGTACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_9	ApoE-21	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-17.FCHN3VNBBXX_L5_ITAGCTT.bam_R2.fastq.gz	syn18457738	ApoE-17.FCHN3VNBBXX_L5_ITAGCTT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_17	ApoE-17	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-22.FCHN3VNBBXX_L6_IGAGTGG.bam_R1.fastq.gz	syn18457738	ApoE-22.FCHN3VNBBXX_L6_IGAGTGG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_8	ApoE-22	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-21.FCHN3VNBBXX_L6_ICGTACG.bam_R2.fastq.gz	syn18457738	ApoE-21.FCHN3VNBBXX_L6_ICGTACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_9	ApoE-21	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-18.FCHN3VNBBXX_L5_IGGCTAC.bam_R2.fastq.gz	syn18457738	ApoE-18.FCHN3VNBBXX_L5_IGGCTAC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_15	ApoE-18	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-22.FCHN3VNBBXX_L6_IGAGTGG.bam_R2.fastq.gz	syn18457738	ApoE-22.FCHN3VNBBXX_L6_IGAGTGG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_8	ApoE-22	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-24.FCHN3VNBBXX_L6_IATTCCT.bam_R1.fastq.gz	syn18457738	ApoE-24.FCHN3VNBBXX_L6_IATTCCT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_7	ApoE-24	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-24.FCHN3VNBBXX_L6_IATTCCT.bam_R2.fastq.gz	syn18457738	ApoE-24.FCHN3VNBBXX_L6_IATTCCT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_7	ApoE-24	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-25.FCHN3VNBBXX_L7_IATCACG.bam_R1.fastq.gz	syn18457738	ApoE-25.FCHN3VNBBXX_L7_IATCACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_12M_4	ApoE-25	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-25.FCHN3VNBBXX_L7_IATCACG.bam_R2.fastq.gz	syn18457738	ApoE-25.FCHN3VNBBXX_L7_IATCACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_12M_4	ApoE-25	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-26.FCHN3VNBBXX_L7_ITTAGGC.bam_R1.fastq.gz	syn18457738	ApoE-26.FCHN3VNBBXX_L7_ITTAGGC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_10	ApoE-26	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-26.FCHN3VNBBXX_L7_ITTAGGC.bam_R2.fastq.gz	syn18457738	ApoE-26.FCHN3VNBBXX_L7_ITTAGGC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_10	ApoE-26	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-27.FCHN3VNBBXX_L7_IACTTGA.bam_R1.fastq.gz	syn18457738	ApoE-27.FCHN3VNBBXX_L7_IACTTGA.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_2	ApoE-27	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-27.FCHN3VNBBXX_L7_IACTTGA.bam_R2.fastq.gz	syn18457738	ApoE-27.FCHN3VNBBXX_L7_IACTTGA.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_2	ApoE-27	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-28.FCHN3VNBBXX_L7_IGATCAG.bam_R1.fastq.gz	syn18457738	ApoE-28.FCHN3VNBBXX_L7_IGATCAG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_12	ApoE-28	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-28.FCHN3VNBBXX_L7_IGATCAG.bam_R2.fastq.gz	syn18457738	ApoE-28.FCHN3VNBBXX_L7_IGATCAG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_12	ApoE-28	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-3.FCHN3VNBBXX_L3_IACTTGA.bam_R2.fastq.gz	syn18457738	ApoE-3.FCHN3VNBBXX_L3_IACTTGA.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_12	ApoE-3	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-3.FCHN3VNBBXX_L3_IACTTGA.bam_R1.fastq.gz	syn18457738	ApoE-3.FCHN3VNBBXX_L3_IACTTGA.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_12	ApoE-3	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-29.FCHN3VNBBXX_L7_ITAGCTT.bam_R1.fastq.gz	syn18457738	ApoE-29.FCHN3VNBBXX_L7_ITAGCTT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_5	ApoE-29	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-30.FCHN3VNBBXX_L7_IGGCTAC.bam_R1.fastq.gz	syn18457738	ApoE-30.FCHN3VNBBXX_L7_IGGCTAC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_11	ApoE-30	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-23.FCHN3VNBBXX_L6_IACTGAT.bam_R1.fastq.gz	syn18457738	ApoE-23.FCHN3VNBBXX_L6_IACTGAT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_10	ApoE-23	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-32.FCHN3VNBBXX_L8_IGTTTCG.bam_R1.fastq.gz	syn18457738	ApoE-32.FCHN3VNBBXX_L8_IGTTTCG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_14	ApoE-32	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-31.FCHN3VNBBXX_L8_IGTGGCC.bam_R1.fastq.gz	syn18457738	ApoE-31.FCHN3VNBBXX_L8_IGTGGCC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_12	ApoE-31	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-32.FCHN3VNBBXX_L8_IGTTTCG.bam_R2.fastq.gz	syn18457738	ApoE-32.FCHN3VNBBXX_L8_IGTTTCG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_14	ApoE-32	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-23.FCHN3VNBBXX_L6_IACTGAT.bam_R2.fastq.gz	syn18457738	ApoE-23.FCHN3VNBBXX_L6_IACTGAT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_10	ApoE-23	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-33.FCHN3VNBBXX_L8_ICGTACG.bam_R1.fastq.gz	syn18457738	ApoE-33.FCHN3VNBBXX_L8_ICGTACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_12M_5	ApoE-33	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-33.FCHN3VNBBXX_L8_ICGTACG.bam_R2.fastq.gz	syn18457738	ApoE-33.FCHN3VNBBXX_L8_ICGTACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_12M_5	ApoE-33	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-34.FCHN3VNBBXX_L8_IGAGTGG.bam_R1.fastq.gz	syn18457738	ApoE-34.FCHN3VNBBXX_L8_IGAGTGG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_12M_11	ApoE-34	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-34.FCHN3VNBBXX_L8_IGAGTGG.bam_R2.fastq.gz	syn18457738	ApoE-34.FCHN3VNBBXX_L8_IGAGTGG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_12M_11	ApoE-34	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-35.FCHN3VNBBXX_L8_IACTGAT.bam_R1.fastq.gz	syn18457738	ApoE-35.FCHN3VNBBXX_L8_IACTGAT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_3	ApoE-35	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-29.FCHN3VNBBXX_L7_ITAGCTT.bam_R2.fastq.gz	syn18457738	ApoE-29.FCHN3VNBBXX_L7_ITAGCTT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_5	ApoE-29	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-36.FCHN3VNBBXX_L8_IATTCCT.bam_R1.fastq.gz	syn18457738	ApoE-36.FCHN3VNBBXX_L8_IATTCCT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_12M_12	ApoE-36	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-36.FCHN3VNBBXX_L8_IATTCCT.bam_R2.fastq.gz	syn18457738	ApoE-36.FCHN3VNBBXX_L8_IATTCCT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_12M_12	ApoE-36	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
